message_key,kafka_timestamp,event_id,transaction_id,customer_id,product_id,customer_name,product_name,category,city,store,quantity,unit_price,total_amount,stock_actual,stock_minimo,risk_score,is_risk,event_timestamp,processing_timestamp,batch_id
TRX-00064554,2026-05-13 15:22:20.069,EVT-000358,TRX-00064554,CLI-014340,PROD-004101,Francisco,Casaca,Ropa,Trujillo,Mega Plaza,5,539.79,2698.95,387,12,0.44,False,2026-05-13 15:22:20,2026-05-13 15:22:30.007,5
TRX-00012088,2026-05-13 15:22:20.172,EVT-000359,TRX-00012088,CLI-006295,PROD-000664,Isabela,Polo,Ropa,Cusco,Open Plaza,1,595.2,595.2,94,12,0.19,False,2026-05-13 15:22:20,2026-05-13 15:22:30.007,5
TRX-00053193,2026-05-13 15:22:20.275,EVT-000360,TRX-00053193,CLI-005851,PROD-002993,Natividad,Botas,Calzado,Cusco,Jockey Plaza,2,406.48,812.96,367,22,0.13,False,2026-05-13 15:22:20,2026-05-13 15:22:30.007,5
TRX-00036131,2026-05-13 15:22:20.378,EVT-000361,TRX-00036131,CLI-007483,PROD-001091,Calixto,Correa,Accesorios,Chiclayo,Jockey Plaza,4,308.21,1232.84,159,25,0.16,False,2026-05-13 15:22:20,2026-05-13 15:22:30.007,5
TRX-00063843,2026-05-13 15:22:20.483,EVT-000362,TRX-00063843,CLI-013673,PROD-002367,Aníbal,Mesa,Hogar,Piura,Real Plaza,2,593.15,1186.3,381,30,0.33,False,2026-05-13 15:22:20,2026-05-13 15:22:30.007,5
TRX-00032338,2026-05-13 15:22:20.586,EVT-000363,TRX-00032338,CLI-018165,PROD-004557,Dalila,Guantes,Deportes,Cusco,Real Plaza,2,649.53,1299.06,410,24,0.18,False,2026-05-13 15:22:20,2026-05-13 15:22:30.007,5
TRX-00002140,2026-05-13 15:22:20.690,EVT-000364,TRX-00002140,CLI-014352,PROD-003540,Sandalio,Botas,Calzado,Trujillo,Mega Plaza,2,269.28,538.56,113,13,0.41,False,2026-05-13 15:22:20,2026-05-13 15:22:30.007,5
TRX-00014893,2026-05-13 15:22:20.794,EVT-000365,TRX-00014893,CLI-000173,PROD-002024,Maxi,Lámpara,Hogar,Lima,Mega Plaza,4,264.55,1058.2,208,28,0.37,False,2026-05-13 15:22:20,2026-05-13 15:22:30.007,5
TRX-00087303,2026-05-13 15:22:20.897,EVT-000366,TRX-00087303,CLI-008055,PROD-000032,Azahara,Sandalias,Calzado,Lima,Mega Plaza,2,134.94,269.88,28,21,0.36,False,2026-05-13 15:22:20,2026-05-13 15:22:30.007,5
TRX-00055639,2026-05-13 15:22:20.999,EVT-000367,TRX-00055639,CLI-006013,PROD-000945,Amaro,Zapatillas,Calzado,Cusco,Real Plaza,1,738.53,738.53,499,18,0.36,False,2026-05-13 15:22:20,2026-05-13 15:22:30.007,5
TRX-00093644,2026-05-13 15:22:21.107,EVT-000368,TRX-00093644,CLI-000430,PROD-001640,Ibán,Reloj,Accesorios,Lima,Mega Plaza,1,522.94,522.94,471,28,0.13,False,2026-05-13 15:22:21,2026-05-13 15:22:30.007,5
TRX-00086025,2026-05-13 15:22:21.211,EVT-000369,TRX-00086025,CLI-017713,PROD-002250,Patricio,Reloj,Accesorios,Cusco,Mega Plaza,1,77.8,77.8,471,15,0.26,False,2026-05-13 15:22:21,2026-05-13 15:22:30.007,5
TRX-00081064,2026-05-13 15:22:21.313,EVT-000370,TRX-00081064,CLI-000811,PROD-004416,Calixto,Jean,Ropa,Arequipa,Mega Plaza,1,790.16,790.16,412,39,0.11,False,2026-05-13 15:22:21,2026-05-13 15:22:30.007,5
TRX-00080843,2026-05-13 15:22:21.416,EVT-000371,TRX-00080843,CLI-008960,PROD-003733,Rico,Correa,Accesorios,Piura,Jockey Plaza,5,743.02,3715.1,423,37,0.64,False,2026-05-13 15:22:21,2026-05-13 15:22:30.007,5
TRX-00050114,2026-05-13 15:22:21.518,EVT-000372,TRX-00050114,CLI-019181,PROD-004218,Pía,Casaca,Ropa,Trujillo,Mall Aventura,4,167.15,668.6,109,21,0.35,False,2026-05-13 15:22:21,2026-05-13 15:22:30.007,5
TRX-00066627,2026-05-13 15:22:21.620,EVT-000373,TRX-00066627,CLI-009646,PROD-000921,Adalberto,Reloj,Accesorios,Cusco,Open Plaza,4,647.77,2591.08,82,31,0.47,False,2026-05-13 15:22:21,2026-05-13 15:22:30.007,5
TRX-00060825,2026-05-13 15:22:21.726,EVT-000374,TRX-00060825,CLI-012647,PROD-002197,Nicolás,Polo,Ropa,Trujillo,Mega Plaza,1,240.98,240.98,155,38,0.39,False,2026-05-13 15:22:21,2026-05-13 15:22:30.007,5
TRX-00099899,2026-05-13 15:22:21.829,EVT-000375,TRX-00099899,CLI-003784,PROD-002800,Duilio,Reloj,Accesorios,Chiclayo,Mega Plaza,1,316.33,316.33,245,13,0.11,False,2026-05-13 15:22:21,2026-05-13 15:22:30.007,5
TRX-00093720,2026-05-13 15:22:21.931,EVT-000376,TRX-00093720,CLI-011104,PROD-001593,Calixta,Polo,Ropa,Arequipa,Jockey Plaza,1,73.32,73.32,487,29,0.44,False,2026-05-13 15:22:21,2026-05-13 15:22:30.007,5
TRX-00032338,2026-05-13 15:22:22.035,EVT-000377,TRX-00032338,CLI-018165,PROD-004557,Dalila,Guantes,Deportes,Cusco,Real Plaza,2,649.53,1299.06,410,24,0.14,False,2026-05-13 15:22:22,2026-05-13 15:22:30.007,5
TRX-00050526,2026-05-13 15:22:22.137,EVT-000378,TRX-00050526,CLI-005558,PROD-001748,Reinaldo,Pelota,Deportes,Trujillo,Mega Plaza,2,440.73,881.46,121,15,0.35,False,2026-05-13 15:22:22,2026-05-13 15:22:30.007,5
TRX-00031942,2026-05-13 15:22:22.240,EVT-000379,TRX-00031942,CLI-007927,PROD-002791,Sancho,Bicicleta,Deportes,Arequipa,Real Plaza,1,178.39,178.39,254,19,0.18,False,2026-05-13 15:22:22,2026-05-13 15:22:30.007,5
